,Method,Diff_Kd,Diff_Str,Diff_Td,Diff_Sub,Diff_Head,Diff_Body,Diff_Leg,Diff_Distance,Diff_Clinch,Diff_Ground,Diff_Ctrl,Fighter_1_W
2608,U-DEC,0,2,0,0,17,-1,-18,-3,1,0,-109,1
2609,U-DEC,0,4,-3,0,8,4,-8,9,3,-8,-353,0
2610,U-DEC,0,-2,-4,-5,-5,4,3,-12,-3,17,661,1
2611,U-DEC,1,-64,-1,0,-46,-19,1,-71,1,6,-8,0
2612,U-DEC,-2,-4,0,0,2,8,-6,3,-3,4,53,1
2613,U-DEC,0,-4,0,1,3,-10,3,-1,-1,-2,-205,0
2614,U-DEC,0,0,-5,1,2,4,-6,3,4,-7,-474,0
2615,S-DEC,0,-13,1,0,-12,-10,9,-21,8,0,32,0
2616,S-DEC,0,-8,-1,0,4,-5,9,7,-1,2,-81,1
2617,S-DEC,0,-4,-1,-1,-5,6,3,-12,10,6,23,1
2618,U-DEC,0,1,-4,0,-15,7,7,3,-4,0,226,1
2619,U-DEC,1,-21,-1,4,20,0,1,1,2,18,391,1
2620,U-DEC,0,-19,4,-4,-9,-1,-9,-16,0,-3,365,0
2621,U-DEC,0,-33,-5,0,2,21,10,9,3,21,267,1
2622,S-DEC,0,-22,0,0,17,-4,9,7,15,0,305,1
2623,U-DEC,-1,-33,-1,0,7,14,12,19,14,0,-62,1
2624,U-DEC,0,-15,-3,0,15,-5,5,-1,2,14,680,1
2625,S-DEC,0,10,2,0,4,-11,-3,-8,1,-3,-163,1
2626,U-DEC,0,-59,-4,-1,-58,0,-1,-6,-1,-52,-579,0
2627,U-DEC,0,-13,2,0,18,5,-10,8,5,0,-221,1
2628,S-DEC,0,8,0,1,1,-3,-6,-8,0,0,13,1
2629,U-DEC,0,-4,2,-1,-3,2,-3,-3,0,-1,-67,0
2630,U-DEC,-1,-91,0,0,67,25,-1,78,8,5,-4,1
2631,U-DEC,0,-1,-3,2,0,0,1,-3,-1,5,193,1
2632,U-DEC,0,-13,-1,-1,-7,-7,1,-5,1,-9,-142,0
2633,U-DEC,0,-15,-4,1,-14,1,-2,2,-4,-13,-740,0
2634,U-DEC,0,-10,-1,0,1,13,-4,-4,13,1,216,1
2635,S-DEC,0,-4,3,-1,-5,7,2,-4,9,-1,-392,1
2636,U-DEC,0,-41,-1,0,11,9,21,41,0,0,30,1
2637,U-DEC,-1,-32,0,0,28,13,-9,12,1,19,290,1
2638,U-DEC,0,62,-1,0,-42,-25,5,-37,-27,2,201,1
2639,U-DEC,0,-7,-1,0,-4,6,5,7,1,-1,104,1
2640,U-DEC,0,-41,-3,0,16,24,1,9,22,10,379,1
2641,U-DEC,0,-20,0,0,-4,1,-17,-19,-1,0,0,0
2642,U-DEC,-1,-27,3,0,-32,7,-2,-23,-5,1,54,0
2643,S-DEC,0,-22,-1,0,-9,8,-21,-10,-21,9,55,0
2644,U-DEC,-1,-22,0,0,-5,-15,-2,-21,-1,0,-1,0
2645,U-DEC,0,-1,-2,0,-10,6,5,11,-10,0,10,1
2646,U-DEC,-1,-35,-1,0,35,5,-5,19,5,11,194,1
2647,U-DEC,0,-23,0,0,9,7,7,4,16,3,124,1
2648,U-DEC,0,-18,-8,-1,16,-4,6,-1,1,18,771,1
2649,U-DEC,0,-60,-1,0,52,6,2,47,12,1,51,1
2650,S-DEC,-2,26,0,0,27,9,-10,37,0,-11,-88,0
2651,U-DEC,0,-41,-5,0,25,-1,17,-7,10,38,572,1
2652,U-DEC,0,31,-5,-1,-33,-6,8,-44,0,13,437,1
2653,U-DEC,0,-34,0,0,-15,-9,-10,-33,-1,0,0,0
2654,U-DEC,0,-11,-1,1,0,12,-1,2,9,0,274,1
2655,S-DEC,-2,-40,3,1,-12,-12,-16,-31,-8,-1,256,0
2656,S-DEC,0,-6,0,0,6,-2,2,7,-1,0,0,1
2657,U-DEC,-1,-38,-1,0,29,3,6,36,1,1,39,1
2658,U-DEC,0,-19,0,0,20,2,-3,23,-4,0,33,1
2659,M-DEC,0,-47,0,1,30,15,2,11,0,36,-113,1
2660,U-DEC,0,-8,-4,0,4,-5,9,-15,5,18,502,1
2661,U-DEC,0,-2,0,0,-24,11,11,-6,4,0,36,0
2662,U-DEC,0,-9,0,-1,-6,-9,6,-10,-1,2,85,0
2663,U-DEC,0,0,2,1,-10,5,5,5,-2,-3,-27,0
2664,U-DEC,0,-19,4,-3,-17,-7,5,-14,-2,-3,91,0
2665,U-DEC,0,-39,-3,0,-19,-3,-17,-11,-4,-24,-506,0
2666,U-DEC,0,-58,0,0,-20,-22,-16,-51,-6,-1,-155,0
2667,U-DEC,0,-41,-2,-1,38,9,-6,6,1,34,486,1
2668,U-DEC,0,-77,-2,1,57,3,17,66,5,6,204,1
2669,U-DEC,0,-9,2,0,-1,-9,1,-8,-15,14,402,0
2670,U-DEC,-1,-33,-2,0,-27,-1,-5,-24,-7,-2,-34,0
2671,S-DEC,1,-7,-2,0,6,7,-20,-12,-1,6,-171,0
2672,U-DEC,0,-74,-3,-4,66,4,4,2,0,72,742,1
2673,U-DEC,0,-12,-4,0,-8,6,-10,-3,1,-10,-253,0
2674,U-DEC,0,-55,0,0,34,26,-5,18,21,16,50,1
2675,U-DEC,0,-46,1,0,5,11,-62,-47,0,1,100,0
2676,U-DEC,0,-65,0,1,-29,-19,-17,-57,-9,1,100,0
2677,S-DEC,0,8,-1,0,-8,3,-3,-11,2,1,-1,1
2678,U-DEC,0,-31,0,0,16,2,13,30,1,0,104,1
2679,S-DEC,-1,14,1,7,11,4,-1,26,-3,-9,224,0
2680,S-DEC,0,-7,-2,0,-20,27,0,-4,1,10,140,1
2681,U-DEC,1,-6,-6,-2,1,2,3,16,7,-17,161,1
2682,U-DEC,0,-11,-1,0,35,-12,-12,-3,0,14,299,1
2683,U-DEC,0,-10,-3,0,7,1,2,0,1,9,199,1
2684,U-DEC,0,-7,-4,0,-8,4,-3,-10,5,-2,-98,0
2685,U-DEC,0,10,-6,0,-2,-4,-4,-5,-12,7,645,1
2686,U-DEC,0,-8,0,0,-5,-1,14,16,14,-22,32,1
2687,M-DEC,0,-17,-1,0,-6,14,9,5,12,0,-49,1
2688,U-DEC,0,-21,-2,3,6,12,3,1,1,19,769,1
2689,U-DEC,0,-5,-2,0,4,2,-1,9,-4,0,123,1
2690,U-DEC,0,-36,1,-2,26,9,1,21,1,14,88,1
2691,U-DEC,0,-16,0,0,15,1,0,17,-2,1,29,1
2692,U-DEC,0,-142,0,0,143,14,-15,144,-2,0,60,1
2693,U-DEC,0,-65,-11,-2,-58,-7,0,1,-7,-59,-676,0
2694,U-DEC,0,-9,2,0,-4,8,5,7,3,-1,-223,1
2695,S-DEC,0,11,-6,1,11,11,-11,26,-14,-1,-465,0
2696,U-DEC,-1,-21,-2,0,10,1,10,25,-3,-1,-1,1
2697,U-DEC,0,-10,-3,2,8,2,0,1,-3,12,606,1
2698,U-DEC,0,-23,2,0,3,-10,-16,-27,1,3,156,0
2699,S-DEC,0,5,-2,3,-1,12,-6,-6,15,-4,-454,0
2700,S-DEC,0,14,-2,2,12,6,-4,9,2,3,-25,0
2701,U-DEC,0,-36,-5,3,14,15,7,7,3,26,656,1
2702,U-DEC,0,-16,-1,-1,10,-1,7,9,7,0,7,1
2703,U-DEC,0,-15,-1,0,22,-11,4,20,-4,-1,18,1
2704,U-DEC,0,-29,4,-2,18,17,-6,5,30,-6,-442,1
2705,S-DEC,0,23,-2,-1,5,18,0,18,9,-4,-258,0
2706,U-DEC,0,-5,-4,-1,3,4,-2,-7,3,9,577,1
2707,S-DEC,0,-31,-2,0,32,4,-5,35,-4,0,-18,1
2708,U-DEC,0,-33,1,0,16,6,11,24,10,-1,18,1
2709,U-DEC,-1,-29,0,4,-12,-18,1,-1,-16,-12,-278,0
2710,U-DEC,0,0,-1,-1,0,0,0,5,0,-5,-98,0
2711,U-DEC,0,-78,2,-1,51,20,7,69,6,3,-65,1
2712,S-DEC,0,-12,0,0,5,4,3,8,1,3,-27,1
2713,M-DEC,0,-40,1,0,6,29,5,4,37,-1,-360,1
2714,U-DEC,1,1,-6,-1,5,-6,0,-2,-3,4,440,1
2715,U-DEC,0,15,-3,2,2,10,3,-2,4,13,-498,0
2716,U-DEC,0,7,-2,-3,-3,-1,-3,-16,-2,11,438,1
2717,S-DEC,0,-23,2,1,25,5,-7,10,2,11,44,1
2718,U-DEC,0,-90,1,0,-60,-27,-3,-79,-13,2,-116,0
2719,U-DEC,0,-23,-2,0,8,5,10,6,5,12,328,1
2720,U-DEC,0,-1,-5,1,5,-7,3,-7,5,3,429,1
2721,S-DEC,0,11,0,0,-7,-5,1,-11,-3,3,198,1
2722,U-DEC,1,-12,0,2,-5,-2,19,10,0,2,300,1
2723,U-DEC,0,-53,-8,-4,46,2,5,16,6,31,733,1
2724,U-DEC,-1,-29,-3,1,-14,-16,1,-3,-14,-12,76,0
2725,U-DEC,0,-8,-3,0,-9,1,0,-2,1,-7,-352,0
2726,U-DEC,0,-11,1,0,27,-8,-8,12,-7,6,-16,1
2727,U-DEC,1,-74,-1,0,-75,-24,25,-74,1,-1,-67,0
2728,U-DEC,0,-6,-4,0,7,3,-4,-6,3,9,524,1
2729,S-DEC,0,-4,-3,0,4,-4,4,2,3,-1,202,1
2730,U-DEC,0,-16,-3,0,-2,2,-16,-8,-3,-5,-309,0
2731,U-DEC,0,-25,-1,0,-22,-3,0,0,0,-25,-744,0
2732,U-DEC,-2,-44,0,0,28,16,0,32,10,2,30,1
2733,U-DEC,0,-22,-1,1,-48,26,0,-35,5,8,-198,0
2734,U-DEC,0,3,-9,-1,-2,3,-4,-15,7,5,584,1
2735,U-DEC,0,-27,0,0,4,7,16,0,23,4,-52,1
2736,U-DEC,0,-28,0,-1,-25,-1,-2,-17,-2,-9,-247,0
2737,U-DEC,0,-23,-3,1,12,1,10,8,3,12,384,1
2738,U-DEC,0,-17,-4,-2,-18,3,-2,-5,-10,-2,3,0
2739,U-DEC,0,-53,-3,2,31,11,11,8,1,44,411,1
2740,U-DEC,1,-12,-1,-1,1,0,11,4,4,4,37,1
2741,U-DEC,0,-17,1,0,-12,3,-8,-20,3,0,485,0
2742,U-DEC,0,-57,0,-1,68,-2,-9,57,0,0,0,1
2743,U-DEC,0,-13,3,0,-8,1,-6,-11,-1,-1,123,0
2744,U-DEC,0,-29,1,0,13,15,1,27,2,0,-249,1
2745,U-DEC,0,1,1,-2,-14,12,1,2,7,-10,-143,1
2746,S-DEC,-1,5,0,0,18,-15,2,10,-5,0,38,0
2747,U-DEC,0,-25,-2,0,8,4,13,4,4,17,285,1
2748,U-DEC,0,4,-6,-1,-1,2,-5,-5,0,1,258,1
2749,U-DEC,0,-25,-3,1,17,0,8,5,9,11,291,1
2750,U-DEC,0,7,-6,0,-2,2,-7,-7,0,0,299,1
2751,S-DEC,0,-4,1,1,-17,9,12,15,-6,-5,-92,1
2752,U-DEC,0,-51,-7,4,-30,-16,-5,-10,-4,-37,-619,0
2753,U-DEC,0,-28,-1,0,-51,-2,25,-14,-13,-1,-40,0
2754,U-DEC,0,-42,0,0,16,7,19,34,7,1,-11,1
2755,U-DEC,0,-32,-6,1,4,15,13,1,23,8,742,1
2756,U-DEC,0,16,-2,-6,2,-8,-10,-4,-3,-9,281,1
2757,S-DEC,-1,-10,-1,-1,-14,1,3,-1,-2,-7,-29,0
2758,U-DEC,0,-20,-5,0,12,0,8,9,1,10,284,1
2759,U-DEC,0,-30,2,1,2,12,16,28,3,-1,-183,1
2760,S-DEC,0,-17,0,0,6,6,5,11,9,-3,-78,1
2761,U-DEC,0,-22,-5,0,22,-4,4,-13,6,29,517,1
2762,U-DEC,0,-30,3,0,6,5,19,28,3,-1,-151,1
2763,U-DEC,0,-5,4,2,-4,4,5,15,2,-12,-366,1
2764,U-DEC,0,-15,-1,0,4,15,-4,4,11,0,345,1
2765,U-DEC,0,-30,-1,-2,-8,-2,-20,1,-28,-3,-601,0
2766,U-DEC,0,-101,-2,0,53,25,23,65,36,0,41,1
2767,U-DEC,0,-30,-1,-2,22,5,3,23,2,5,-157,1
2768,U-DEC,0,6,-3,4,0,-5,-1,-4,-2,0,415,1
2769,U-DEC,0,-18,2,-3,23,5,-10,13,4,1,-186,1
2770,U-DEC,0,-35,2,0,5,9,21,22,12,1,70,1
2771,U-DEC,0,-35,-3,0,-36,-2,3,-29,-1,-5,-173,0
2772,U-DEC,-1,-43,0,1,-31,-4,-8,-11,-1,-31,-265,0
2773,U-DEC,-1,-68,-1,0,-56,-10,-2,-47,-2,-19,12,0
2774,U-DEC,1,-11,-2,-1,14,-1,-2,1,-2,12,154,1
2775,U-DEC,0,-12,-3,1,0,4,8,-2,-9,23,209,1
2776,U-DEC,0,-40,1,0,6,-6,-40,-39,-1,0,16,0
2777,U-DEC,0,-49,2,0,-7,-41,-1,-6,-5,-38,-105,0
2778,U-DEC,0,-20,-5,0,32,-10,-2,26,-1,-5,229,1
2779,U-DEC,0,-13,0,0,19,-4,-2,14,0,-1,-83,1
2780,U-DEC,0,-5,-5,1,-4,2,7,-3,4,4,576,1
2781,U-DEC,0,-17,-3,2,2,8,-27,-3,-12,-2,-63,0
2782,U-DEC,0,-19,0,0,-11,-10,2,-16,-3,0,69,0
2783,U-DEC,0,-23,-6,-2,-30,6,1,-13,-1,-9,-468,0
2784,U-DEC,0,-14,-5,0,-4,-7,-3,-2,-8,-4,-561,0
2785,S-DEC,0,-15,6,-2,8,12,-5,-3,8,10,-183,1
2786,U-DEC,0,-23,0,0,13,20,-10,4,19,0,-13,1
2787,U-DEC,0,-25,-6,0,15,13,-3,5,10,10,204,1
2788,U-DEC,0,-21,-3,0,4,-10,-15,1,-21,-1,-399,0
2789,U-DEC,0,-3,-5,3,1,1,-5,-8,4,1,-247,0
2790,U-DEC,0,3,-6,0,-3,4,2,1,4,-2,-492,0
2791,S-DEC,0,12,0,0,7,-13,-6,-13,-1,2,31,1
2792,U-DEC,0,-17,-6,0,-10,-3,-4,-15,0,-2,-501,0
2793,U-DEC,0,-7,-2,0,20,-6,-7,4,1,2,27,1
2794,U-DEC,-1,-23,-4,-1,22,-13,14,16,-1,8,295,1
2795,U-DEC,0,-45,1,2,-20,-16,-9,-9,-26,-10,-65,0
2796,U-DEC,0,-16,-7,0,-12,0,-4,-14,12,-14,-166,0
2797,U-DEC,0,-23,-3,0,-13,-5,-5,-8,-14,-1,-40,0
2798,U-DEC,0,-34,-4,0,11,16,7,9,5,20,369,1
2799,U-DEC,-1,-18,-4,1,16,-1,3,2,3,13,765,1
2800,S-DEC,0,5,0,-4,13,-8,-10,4,-6,-3,-199,1
2801,U-DEC,0,-6,-5,-3,11,-7,2,4,4,-2,5,1
2802,U-DEC,0,-45,-10,0,-6,0,-39,0,-25,-20,-692,0
2803,U-DEC,0,-38,-1,0,28,11,-1,17,3,18,203,1
2804,U-DEC,0,-37,-1,2,-34,0,-3,-16,-1,-20,-319,0
2805,U-DEC,0,26,-1,0,-8,-6,-12,-22,0,-4,17,1
2806,U-DEC,0,12,0,-1,1,4,7,12,-6,6,257,0
2807,S-DEC,0,3,-1,0,1,-3,5,-6,1,8,17,0
2808,U-DEC,0,-3,-5,0,-14,14,3,2,1,0,212,1
2809,U-DEC,0,-8,-3,0,-9,4,-3,4,-3,-9,-518,0
2810,U-DEC,1,26,-1,0,-31,4,1,-28,2,0,76,1
2811,U-DEC,0,-18,-5,0,-28,11,-1,-5,3,-16,-476,0
2812,U-DEC,-1,-118,0,0,-84,-17,-17,-100,-10,-8,-12,0
2813,U-DEC,0,-43,-3,4,-21,-14,-8,-20,-9,-14,-90,0
2814,S-DEC,0,24,-4,0,-23,-8,7,-19,-12,7,194,1
2815,M-DEC,0,35,2,-1,-20,-8,-7,-4,-8,-23,-426,1
2816,U-DEC,-2,-36,0,0,-12,-6,-18,-29,-4,-3,-11,0
2817,U-DEC,-1,-8,-4,4,4,-2,6,-4,3,9,363,1
2818,U-DEC,0,-21,-2,0,17,6,-2,17,4,0,84,1
2819,U-DEC,0,-13,6,0,-7,2,18,17,-3,-1,-288,1
2820,U-DEC,0,12,-4,0,6,8,-2,12,3,-3,-498,0
2821,U-DEC,0,-17,-4,0,7,2,8,3,0,14,332,1
2822,S-DEC,0,-4,-3,2,8,4,-8,-2,5,1,-109,1
2823,U-DEC,0,-63,0,0,52,5,6,64,-1,0,-1,1
2824,U-DEC,0,-38,-4,2,24,2,12,23,-2,17,343,1
2825,U-DEC,0,-22,-10,0,-5,-9,-8,-9,-10,-3,-199,0
2826,U-DEC,-1,9,0,0,-21,-5,17,17,-28,2,-209,1
2827,U-DEC,0,-54,-1,-1,-52,11,-13,-15,7,-46,-657,0
2828,U-DEC,0,-25,-2,-2,11,8,6,15,-2,12,247,1
2829,U-DEC,0,8,-3,0,-5,1,-4,4,-1,-11,489,1
2830,U-DEC,0,-16,-3,0,1,2,13,-4,-2,22,737,1
2831,U-DEC,0,-5,0,0,-11,10,-4,-9,2,2,-33,0
2832,U-DEC,0,17,-2,1,13,9,-5,3,18,-4,-381,0
2833,U-DEC,0,-61,2,2,48,6,7,18,37,6,307,1
2834,S-DEC,0,3,4,0,-1,-16,20,-28,9,22,165,0
2835,S-DEC,0,15,0,-2,-11,-6,2,-10,-4,-1,96,1
2836,U-DEC,0,-94,-3,0,53,1,40,92,3,-1,211,1
2837,U-DEC,-1,-36,-2,0,21,-1,16,36,-3,3,124,1
2838,S-DEC,0,-6,-5,1,-8,1,1,5,0,-11,-638,0
2839,M-DEC,0,-40,3,0,28,7,5,11,0,29,-46,1
2840,U-DEC,-1,-77,-1,0,-55,-14,-8,-55,-14,-8,-178,0
2841,U-DEC,0,-42,-6,0,-39,-4,1,-5,0,-37,-687,0
2842,U-DEC,-1,-55,1,0,-33,-1,-21,-52,-2,-1,-15,0
2843,U-DEC,1,-2,-3,0,8,-2,-4,-11,-8,21,512,1
2844,U-DEC,0,-21,-3,-1,3,18,0,0,7,14,635,1
2845,U-DEC,0,-24,-5,-1,-12,-10,-2,1,3,-28,-496,0
2846,U-DEC,0,-31,4,0,-2,-23,-6,-14,-16,-1,206,0
2847,S-DEC,0,38,-2,1,40,1,-3,35,-3,6,105,0
2848,U-DEC,-2,-23,0,0,29,0,-6,11,3,9,382,1
2849,U-DEC,0,-36,0,0,-2,-25,-9,-29,-7,0,31,0
2850,U-DEC,0,-10,-4,0,0,-2,-8,2,-10,-2,-711,0
2851,S-DEC,0,17,0,1,-4,-3,-10,-20,4,-1,-137,1
2852,U-DEC,-1,-17,1,-3,-13,-3,-1,-3,-3,-11,-186,0
2853,U-DEC,0,-33,4,0,-14,-1,-18,-2,-29,-2,17,0
2854,S-DEC,1,-3,4,-2,0,-4,1,-4,2,-1,223,0
2855,U-DEC,0,-4,2,2,-11,3,4,-6,3,-1,-77,0
2856,U-DEC,0,-56,0,0,2,10,44,44,10,2,-157,1
2857,U-DEC,0,-34,2,-3,21,-1,14,11,9,14,-95,1
2858,S-DEC,2,-39,2,0,19,29,-9,24,22,-7,-174,1
2859,U-DEC,0,-17,0,0,-4,19,2,-15,11,21,291,1
2860,S-DEC,0,10,-4,3,-9,-8,7,13,-18,-5,253,1
2861,U-DEC,0,-12,-1,4,5,6,1,-7,-18,37,460,1
2862,U-DEC,0,-4,-3,0,-14,7,3,0,1,-5,-232,0
2863,U-DEC,-1,-16,0,1,29,-1,-12,11,4,1,7,1
2864,U-DEC,0,-43,-5,-3,-28,-5,-10,-5,-7,-31,-774,0
2865,S-DEC,0,33,-1,0,-30,-9,6,-30,-3,0,27,1
2866,S-DEC,0,-23,3,0,-4,18,9,13,12,-2,-90,1
2867,U-DEC,0,-68,0,0,54,4,10,66,2,0,2,1
2868,U-DEC,0,-28,-5,-1,-24,-1,-3,2,-6,-24,-387,0
2869,U-DEC,0,-36,2,0,12,-1,25,16,20,0,200,1
2870,U-DEC,0,-11,-3,0,-14,1,2,0,6,-17,-703,0
2871,U-DEC,0,-23,0,0,6,11,6,0,18,5,-335,1
2872,U-DEC,0,-14,-5,0,-9,-4,-1,1,-4,-11,-217,0
2873,U-DEC,0,-29,0,0,-69,28,12,-27,-2,0,0,0
2874,S-DEC,0,37,-5,7,-34,-6,3,-38,-4,5,456,1
2875,S-DEC,1,-11,0,0,24,5,-18,10,1,0,-2,1
2876,U-DEC,0,-24,1,0,26,-6,4,44,-11,-9,-301,1
2877,S-DEC,0,-3,-5,0,-19,2,14,5,0,-8,-412,0
2878,U-DEC,0,-5,-4,0,4,0,1,-2,2,5,348,1
2879,U-DEC,0,-6,4,-2,-8,6,8,5,1,0,-76,1
2880,U-DEC,0,-39,-1,1,37,4,-2,8,1,30,434,1
2881,U-DEC,0,9,-9,0,17,4,-12,5,3,1,-269,0
2882,U-DEC,0,-5,-3,0,-1,-2,-2,2,-1,-6,-376,0
2883,U-DEC,-1,3,2,0,1,-3,-1,-12,0,9,99,1
2884,U-DEC,0,-24,-4,-1,23,-1,2,0,-1,25,557,1
2885,U-DEC,0,-16,-5,-1,16,3,-3,-3,2,17,511,1
2886,U-DEC,0,-1,-5,0,-5,1,3,7,2,-10,-399,0
2887,U-DEC,0,-3,-7,-1,1,-2,-2,-4,4,-3,-755,0
2888,U-DEC,0,-41,-3,0,-23,-17,-1,2,2,-45,-605,0
2889,U-DEC,0,-7,-9,0,2,6,-1,-5,3,9,366,1
2890,U-DEC,-1,-90,-1,0,-58,-32,0,-74,-15,-1,70,0
2891,U-DEC,0,-57,-3,0,-39,-18,0,-6,-6,-45,-684,0
2892,U-DEC,0,-32,-3,-1,-27,-9,4,-17,-5,-10,-93,0
2893,U-DEC,0,2,-3,1,-7,12,-3,17,6,-21,-709,0
2894,S-DEC,0,-6,0,0,-3,-4,1,-5,2,-3,-214,0
2895,U-DEC,0,-8,-6,0,-6,0,-2,-1,2,-9,-238,0
2896,U-DEC,0,47,-4,-2,4,-45,-6,-14,-44,11,106,1
2897,U-DEC,0,-9,2,0,13,-2,-2,5,-5,9,95,1
2898,S-DEC,0,-14,2,0,15,2,-3,0,12,2,-377,1
2899,S-DEC,0,16,-5,-2,2,2,12,15,2,-1,-377,0
2900,U-DEC,0,-21,-3,1,12,-5,14,0,14,7,578,1
2901,M-DEC,0,-12,-2,0,-22,3,7,-2,-10,0,-91,0
2902,U-DEC,0,-25,0,0,-10,-3,-12,-25,0,0,-1,0
2903,U-DEC,0,-29,-3,3,24,4,1,7,0,22,694,1
2904,U-DEC,0,4,-3,3,-3,1,-2,0,-6,2,587,1
2905,U-DEC,0,-33,2,1,-4,19,18,25,10,-2,81,1
2906,U-DEC,0,-11,0,-2,-11,-1,1,-5,-3,-3,-326,0
2907,U-DEC,0,-11,-5,0,2,10,-1,-2,1,12,640,1
2908,S-DEC,0,-2,-3,0,-7,-9,14,1,-3,0,-517,0
2909,U-DEC,0,-23,0,1,13,7,3,9,7,7,-289,1
2910,U-DEC,1,-12,-3,0,-14,8,-6,-5,-1,-6,-406,0
2911,U-DEC,0,-26,1,0,54,-11,-17,26,0,0,-45,1
2912,S-DEC,0,-5,2,2,0,-2,-3,-11,4,2,124,0
2913,U-DEC,-1,-60,1,0,-41,-9,-10,-33,-6,-21,-109,0
2914,U-DEC,0,-20,-6,0,-19,2,-3,3,-2,-21,-734,0
2915,U-DEC,-1,-47,0,0,30,1,16,26,21,0,49,1
2916,U-DEC,0,-9,-2,0,-3,-3,15,-2,8,3,273,1
2917,U-DEC,0,-8,-4,-1,1,6,1,-5,-1,14,720,1
2918,S-DEC,0,15,-3,1,-1,6,10,12,-1,4,-24,0
2919,M-DEC,0,14,-8,0,2,20,-8,7,16,-9,-387,0
2920,U-DEC,0,-37,2,0,36,-1,2,36,8,-7,-139,1
2921,U-DEC,0,-52,-2,0,-37,-11,-4,-6,-12,-34,-138,0
2922,U-DEC,-1,-51,0,0,20,6,25,49,-2,4,78,1
2923,U-DEC,0,10,-1,0,21,-7,-4,5,6,-1,-5,0
2924,S-DEC,0,-3,-1,0,-12,5,4,3,14,-20,-448,0
2925,U-DEC,0,-12,-1,0,15,3,-6,11,0,1,6,1
2926,U-DEC,0,-15,1,0,8,-1,8,14,0,1,-10,1
2927,U-DEC,0,-9,0,0,4,8,-3,2,6,1,-55,1
2928,S-DEC,0,-4,-2,0,6,3,-5,-5,-6,15,414,1
2929,U-DEC,1,-22,-4,0,-10,-14,2,-1,-1,-20,-514,0
2930,U-DEC,0,-21,-6,3,4,15,2,-2,-1,24,365,1
2931,U-DEC,0,-55,-11,-6,32,17,6,9,0,46,1197,1
2932,U-DEC,0,-55,-2,0,-37,-11,-7,-7,-10,-38,-690,0
2933,U-DEC,0,-6,3,-2,5,-2,3,8,-2,0,-494,1
2934,U-DEC,-1,-26,9,1,-7,-16,-3,10,1,-37,-109,0
2935,S-DEC,0,-9,-2,0,-2,5,-12,-8,-1,0,-87,0
2936,U-DEC,0,-22,-6,0,18,-2,6,1,-1,22,694,1
2937,U-DEC,0,-43,-1,0,-32,-2,-9,-21,-18,-4,-327,0
2938,U-DEC,-1,-10,4,-1,-5,-3,18,4,-1,7,18,1
2939,U-DEC,0,-13,1,-1,14,2,-3,12,0,1,30,1
2940,U-DEC,0,-5,-4,2,5,2,-2,-8,6,7,254,1
2941,U-DEC,0,-28,-6,2,24,-2,6,0,3,25,724,1
2942,U-DEC,0,-10,-4,0,16,1,-7,5,6,-1,305,1
2943,U-DEC,0,-32,-3,1,21,7,4,25,-3,10,142,1
2944,U-DEC,0,-28,5,1,17,6,5,19,1,8,-247,1
2945,U-DEC,0,-7,-7,2,2,0,5,-4,0,11,467,1
2946,U-DEC,0,-43,-3,-1,26,19,-2,1,3,39,645,1
2947,M-DEC,0,10,0,0,-11,-6,7,7,-7,-10,3,1
2948,S-DEC,0,16,-1,2,-28,10,2,-8,-11,3,111,1
2949,U-DEC,0,-50,-2,0,21,22,7,26,6,18,155,1
2950,U-DEC,0,-45,-2,-2,35,3,7,-2,3,44,589,1
2951,S-DEC,0,-25,-1,0,18,5,2,15,6,4,200,1
2952,M-DEC,0,16,3,0,2,-7,-11,-14,0,-2,-6,1
2953,U-DEC,0,-21,-5,-2,33,-8,-4,-4,0,25,473,1
2954,S-DEC,0,0,-2,0,-3,-5,8,5,-6,1,30,1
2955,U-DEC,0,19,-8,0,-4,-9,-6,-14,-6,1,420,1
2956,U-DEC,0,-68,4,2,37,18,13,67,4,-3,-14,1
2957,U-DEC,0,-20,-5,0,17,0,3,3,0,17,660,1
2958,U-DEC,0,-1,-3,0,3,0,-2,14,-15,2,69,1
2959,M-DEC,1,-17,-1,-2,-5,1,21,16,5,-4,237,1
2960,U-DEC,0,-35,-1,3,27,1,7,5,14,16,260,1
2961,U-DEC,0,-33,-6,-4,30,0,3,4,20,9,468,1
2962,U-DEC,0,16,-4,-1,12,4,-32,-28,3,9,183,1
2963,S-DEC,0,-9,0,0,15,-3,-3,11,-2,0,-16,1
2964,U-DEC,0,-21,7,2,6,0,15,5,14,2,-78,1
2965,U-DEC,-2,-18,-1,1,10,7,1,9,2,7,-7,1
2966,U-DEC,0,-83,1,0,13,41,29,49,34,0,192,1
2967,M-DEC,0,-6,3,2,-6,-3,15,0,-5,11,348,1
2968,U-DEC,1,-12,0,0,9,-1,4,-9,23,-2,394,1
2969,U-DEC,0,-17,-1,1,4,7,6,-2,15,4,200,1
2970,U-DEC,0,-75,-5,1,58,18,-1,1,-1,75,803,1
2971,U-DEC,0,2,-11,-2,9,-4,-7,-3,1,0,237,1
2972,U-DEC,-2,-27,-3,1,23,0,4,10,3,14,264,1
2973,U-DEC,0,-66,-4,1,15,5,46,39,25,2,292,1
2974,S-DEC,0,6,-1,0,-5,-1,0,-9,0,3,101,1
2975,U-DEC,0,-38,0,-4,11,21,6,18,6,14,-141,1
